ID_Venda,Data,Produto,Quantidade,Preco,Regiao
1152,2022-12-22,Produto A,16,488.05,Sul
1153,2022-05-31,Produto E,19,287.73,Norte
1154,2023-01-18,Produto D,2,186.07,Sudeste
1155,2023-06-11,Produto D,10,81.79,Norte
1156,2023-10-21,Produto E,17,189.85,Centro-Oeste
1157,2022-01-19,Produto B,2,489.49,Nordeste
1158,2023-08-22,Produto D,2,440.62,Sul
1159,2022-03-13,Produto D,18,461.0,Sudeste
1160,2023-08-23,Produto A,18,192.81,Nordeste
1161,2023-02-06,Produto D,5,327.48,Norte
1162,2022-05-13,Produto A,10,273.58,Sudeste
1163,2023-01-20,Produto B,9,165.97,Centro-Oeste
1164,2023-10-08,Produto D,8,240.18,Sudeste
1165,2022-03-24,Produto D,16,318.38,Nordeste
1166,2022-06-10,Produto A,16,357.82,Sul
1167,2022-07-22,Produto D,17,145.75,Nordeste
1168,2022-05-11,Produto E,12,428.99,Sul
1169,2023-09-29,Produto C,7,449.03,Sul
1170,2022-09-29,Produto E,6,370.75,Norte
1171,2023-10-08,Produto B,5,130.95,Sul
1172,2023-12-03,Produto B,5,215.06,Norte
1173,2022-12-24,Produto B,10,270.1,Nordeste
1174,2022-10-02,Produto C,18,45.32,Sul
1175,2022-09-10,Produto B,18,469.8,Centro-Oeste
1176,2023-06-09,Produto B,8,141.34,Sudeste
1177,2022-10-24,Produto C,16,459.12,Nordeste
1178,2022-02-04,Produto B,16,210.64,Nordeste
1179,2023-04-22,Produto A,5,276.76,Nordeste
1180,2023-02-20,Produto A,4,234.51,Sudeste
1181,2023-11-21,Produto C,1,83.05,Centro-Oeste
1182,2023-10-02,Produto E,17,72.77,Sudeste
1183,2022-10-13,Produto C,10,213.57,Norte
1184,2023-08-07,Produto E,16,499.73,Sudeste
1185,2022-11-03,Produto B,20,288.9,Norte
1186,2023-06-22,Produto E,4,420.49,Nordeste
1187,2023-06-04,Produto C,3,178.17,Sul
1188,2023-03-31,Produto D,19,337.03,Sudeste
1189,2023-10-12,Produto B,4,496.13,Sudeste
1190,2023-01-16,Produto C,3,361.52,Norte
1191,2023-09-09,Produto D,2,233.17,Sudeste
1192,2023-07-03,Produto D,3,172.07,Sul
1193,2022-04-01,Produto D,19,395.88,Norte
1194,2023-04-25,Produto E,14,389.64,Centro-Oeste
1195,2022-03-03,Produto A,1,270.83,Centro-Oeste
1196,2023-10-19,Produto A,6,371.47,Sul
1197,2022-11-15,Produto D,17,227.99,Norte
1198,2023-11-11,Produto B,6,462.7,Nordeste
1199,2023-05-31,Produto C,15,252.62,Norte
1200,2022-12-10,Produto E,17,93.92,Centro-Oeste
1201,2022-03-09,Produto D,17,383.66,Norte
1202,2022-05-16,Produto B,18,402.35,Sul
1203,2023-05-16,Produto C,9,280.87,Sul
1204,2023-04-24,Produto A,18,86.12,Sudeste
1205,2022-01-03,Produto B,15,418.56,Nordeste
1206,2022-10-15,Produto D,18,367.12,Centro-Oeste
1207,2023-05-19,Produto A,4,14.25,Norte
1208,2023-06-21,Produto B,12,55.91,Nordeste
1209,2022-03-17,Produto D,17,295.98,Centro-Oeste
1210,2023-03-05,Produto C,20,93.87,Centro-Oeste
1211,2022-04-29,Produto D,17,183.48,Centro-Oeste
1212,2022-09-14,Produto C,8,217.7,Sudeste
1213,2023-05-05,Produto C,2,351.78,Sul
1214,2022-01-26,Produto E,4,174.49,Sul
1215,2022-10-08,Produto C,5,466.58,Norte
1216,2022-03-30,Produto D,12,297.74,Nordeste
1217,2022-03-08,Produto E,12,422.39,Sul
1218,2023-02-16,Produto A,15,60.31,Centro-Oeste
1219,2022-09-14,Produto C,9,132.27,Centro-Oeste
1220,2023-05-22,Produto A,15,281.45,Centro-Oeste
1221,2022-12-30,Produto B,1,368.13,Norte
1222,2022-05-12,Produto A,13,124.06,Centro-Oeste
1223,2022-11-08,Produto A,6,444.08,Sudeste
1224,2023-03-15,Produto B,13,143.65,Nordeste
1225,2022-09-19,Produto A,2,312.93,Nordeste
1226,2023-06-25,Produto A,8,116.04,Sul
1227,2022-11-21,Produto E,4,86.51,Sudeste
1228,2023-11-23,Produto E,20,342.22,Sudeste
1229,2022-05-25,Produto C,1,281.69,Centro-Oeste
1230,2022-05-30,Produto C,6,67.73,Nordeste
1231,2023-03-23,Produto A,10,499.75,Norte
1232,2023-04-22,Produto C,6,362.68,Nordeste
1233,2023-11-05,Produto D,14,411.17,Centro-Oeste
1234,2022-01-19,Produto C,4,98.21,Nordeste
1235,2023-10-06,Produto B,16,332.91,Nordeste
1236,2023-03-31,Produto C,15,189.15,Sudeste
1237,2023-04-15,Produto D,13,271.21,Sul
1238,2022-02-05,Produto B,10,134.8,Centro-Oeste
1239,2022-07-28,Produto E,4,144.43,Norte
1240,2023-03-27,Produto C,13,427.08,Norte
1241,2022-06-22,Produto E,17,304.11,Centro-Oeste
1242,2023-06-03,Produto D,3,422.33,Sul
1243,2022-10-17,Produto A,4,465.47,Sul
1244,2022-05-29,Produto C,14,163.4,Centro-Oeste
1245,2023-02-17,Produto C,15,140.46,Nordeste
1246,2023-12-01,Produto A,3,333.65,Sudeste
1247,2022-06-21,Produto A,17,146.53,Centro-Oeste
1248,2023-10-30,Produto C,20,93.13,Centro-Oeste
1249,2023-12-29,Produto B,18,366.5,Nordeste
1250,2023-04-15,Produto C,2,250.53,Norte
1251,2023-09-19,Produto A,16,95.71,Centro-Oeste
1252,2022-06-29,Produto B,2,96.84,Centro-Oeste
1253,2022-07-13,Produto D,5,326.84,Sul
1254,2023-03-19,Produto E,10,416.49,Sul
1255,2022-05-17,Produto A,12,481.15,Nordeste
1256,2023-04-19,Produto A,16,265.79,Norte
1257,2022-03-23,Produto E,2,29.7,Sudeste
1258,2022-12-25,Produto A,18,69.22,Nordeste
1259,2022-05-01,Produto C,20,187.47,Norte
1260,2022-01-23,Produto C,18,315.9,Sudeste
1261,2022-05-21,Produto C,7,227.98,Centro-Oeste
1262,2022-07-11,Produto A,14,97.22,Norte
1263,2023-10-06,Produto D,8,41.36,Sudeste
1264,2023-06-17,Produto A,9,152.12,Nordeste
1265,2023-07-06,Produto C,20,327.67,Norte
1266,2023-12-22,Produto E,6,454.79,Centro-Oeste
1267,2023-06-25,Produto A,13,401.98,Nordeste
1268,2022-02-26,Produto B,10,207.41,Norte
1269,2022-12-15,Produto B,5,34.26,Sul
1270,2023-06-07,Produto E,11,209.52,Nordeste
1271,2023-02-22,Produto A,18,19.3,Nordeste
1272,2022-11-25,Produto D,1,304.48,Centro-Oeste
1273,2022-04-28,Produto B,4,492.44,Sul
1274,2022-06-18,Produto E,19,488.38,Centro-Oeste
1275,2023-07-11,Produto B,15,420.86,Nordeste
1276,2023-12-12,Produto C,6,317.75,Centro-Oeste
1277,2022-02-22,Produto C,7,489.19,Nordeste
1278,2022-03-19,Produto E,16,410.93,Norte
1279,2023-03-05,Produto D,20,419.19,Sul
1280,2023-09-28,Produto D,12,104.58,Centro-Oeste
1281,2022-06-08,Produto A,13,273.48,Sul
1282,2022-03-02,Produto A,17,66.5,Sudeste
1283,2022-03-03,Produto E,7,19.6,Centro-Oeste
1284,2023-10-05,Produto C,10,351.13,Norte
1285,2023-03-11,Produto D,4,478.81,Sul
1286,2023-05-21,Produto D,13,364.85,Centro-Oeste
1287,2022-12-17,Produto A,9,456.47,Nordeste
1288,2023-12-25,Produto A,7,80.55,Sul
1289,2022-08-11,Produto E,20,387.84,Sul
1290,2023-05-11,Produto C,18,328.03,Centro-Oeste
1291,2023-09-28,Produto E,4,20.39,Norte
1292,2023-05-26,Produto C,15,178.12,Sudeste
1293,2023-09-27,Produto C,14,12.32,Sudeste
1294,2022-08-28,Produto A,8,257.93,Sul
1295,2023-04-02,Produto C,13,35.56,Sul
1296,2023-07-14,Produto C,3,196.59,Nordeste
1297,2022-01-03,Produto C,16,310.05,Centro-Oeste
1298,2023-07-23,Produto A,7,384.75,Nordeste
1299,2022-02-23,Produto B,3,476.54,Sul
1300,2023-01-10,Produto A,1,482.23,Centro-Oeste
1301,2023-01-20,Produto E,1,403.75,Sul
1302,2023-06-03,Produto D,3,39.98,Norte
1303,2023-12-28,Produto D,10,460.77,Nordeste
1304,2022-09-23,Produto D,4,425.86,Sul
1305,2023-04-14,Produto B,3,432.08,Norte
1306,2022-03-25,Produto B,11,159.76,Centro-Oeste
1307,2023-04-05,Produto B,4,332.42,Sul
1308,2023-03-01,Produto E,7,345.54,Sul
1309,2022-07-23,Produto A,14,84.53,Sudeste
1310,2023-06-07,Produto E,16,171.06,Norte
1311,2022-01-28,Produto A,14,90.81,Sul
1312,2022-10-13,Produto D,20,246.41,Nordeste
1313,2022-01-06,Produto B,9,246.64,Nordeste
1314,2023-05-04,Produto A,2,495.59,Norte
1315,2023-11-18,Produto D,7,77.56,Sudeste
1316,2023-03-13,Produto A,16,386.9,Centro-Oeste
1317,2022-03-07,Produto C,6,298.83,Nordeste
1318,2023-07-26,Produto C,13,273.09,Centro-Oeste
1319,2023-11-07,Produto E,4,246.67,Sudeste
1320,2023-08-14,Produto E,3,368.85,Sul
1321,2022-06-30,Produto D,3,64.08,Centro-Oeste
1322,2023-07-10,Produto C,17,37.32,Centro-Oeste
1323,2022-09-02,Produto A,16,295.52,Sudeste
1324,2022-05-20,Produto A,20,382.47,Centro-Oeste
1325,2022-05-07,Produto A,9,393.68,Norte
1326,2022-01-20,Produto B,1,385.23,Nordeste
1327,2022-11-30,Produto B,16,228.29,Centro-Oeste
1328,2022-10-03,Produto D,4,85.29,Nordeste
1329,2022-07-12,Produto C,16,454.8,Centro-Oeste
1330,2023-06-16,Produto C,19,433.76,Centro-Oeste
1331,2023-04-18,Produto E,9,482.62,Nordeste
1332,2023-07-27,Produto E,3,449.06,Sul
1333,2023-11-25,Produto C,1,21.25,Sudeste
1334,2023-08-08,Produto D,2,37.45,Sudeste
1335,2022-05-15,Produto A,4,58.19,Sudeste
1336,2022-03-04,Produto A,20,490.66,Nordeste
1337,2022-03-08,Produto C,11,200.83,Sul
1338,2022-07-03,Produto C,1,325.71,Sul
1339,2022-10-22,Produto C,16,24.26,Sudeste
1340,2022-01-01,Produto D,15,128.53,Norte
1341,2022-06-04,Produto C,6,46.83,Norte
1342,2023-04-08,Produto A,15,473.05,Centro-Oeste
1343,2023-10-18,Produto B,9,295.85,Centro-Oeste
1344,2023-09-27,Produto E,8,128.18,Centro-Oeste
1345,2023-08-24,Produto A,4,48.4,Norte
1346,2023-02-18,Produto D,2,324.8,Norte
1347,2022-01-31,Produto E,7,235.71,Norte
1348,2023-08-20,Produto D,14,147.61,Centro-Oeste
1349,2022-07-11,Produto E,2,229.67,Nordeste
1350,2023-03-02,Produto C,6,295.68,Centro-Oeste
1351,2023-01-22,Produto C,11,396.29,Sul
1352,2023-04-16,Produto B,1,126.87,Sul
1353,2023-08-02,Produto C,8,407.48,Nordeste
1354,2023-03-28,Produto B,15,262.65,Sul
1355,2022-10-19,Produto B,14,342.16,Centro-Oeste
1356,2022-07-24,Produto E,5,414.96,Sudeste
1357,2022-04-21,Produto C,1,410.29,Sul
1358,2023-07-12,Produto C,14,346.47,Nordeste
1359,2023-07-06,Produto B,15,192.49,Nordeste
1360,2023-12-15,Produto B,19,448.66,Sul
1361,2022-06-09,Produto C,4,376.68,Sudeste
1362,2023-04-08,Produto B,8,248.81,Nordeste
1363,2022-05-23,Produto B,11,296.71,Centro-Oeste
1364,2022-10-21,Produto A,1,302.47,Centro-Oeste
1365,2022-06-23,Produto C,7,149.51,Sudeste
1366,2022-04-25,Produto C,17,175.94,Sudeste
1367,2023-07-07,Produto E,8,322.45,Centro-Oeste
1368,2023-03-17,Produto D,20,487.35,Norte
1369,2023-04-27,Produto D,7,496.41,Nordeste
1370,2023-09-17,Produto A,11,296.43,Nordeste
1371,2023-03-25,Produto D,14,329.55,Nordeste
1372,2023-01-10,Produto E,2,368.9,Nordeste
1373,2022-08-22,Produto E,6,51.12,Sul
1374,2022-02-19,Produto B,2,135.62,Sul
1375,2023-01-18,Produto D,16,74.46,Centro-Oeste
1376,2022-05-28,Produto A,14,329.71,Sudeste
1377,2022-09-09,Produto A,1,125.05,Sudeste
1378,2023-08-26,Produto C,18,145.03,Nordeste
1379,2023-03-31,Produto E,18,460.12,Sul
1380,2022-02-28,Produto A,15,455.88,Norte
1381,2022-01-05,Produto E,20,495.72,Centro-Oeste
1382,2022-06-27,Produto C,1,193.99,Sudeste
1383,2022-05-02,Produto D,8,341.08,Sul
1384,2022-08-20,Produto D,12,75.21,Centro-Oeste
1385,2023-06-12,Produto C,7,466.56,Centro-Oeste
1386,2022-04-12,Produto E,14,476.58,Sul
1387,2022-03-17,Produto E,17,315.18,Sudeste
1388,2022-11-24,Produto D,4,226.13,Nordeste
1389,2022-05-06,Produto A,19,117.23,Nordeste
1390,2023-11-13,Produto E,4,358.77,Norte
1391,2022-10-09,Produto B,9,70.41,Nordeste
1392,2022-07-13,Produto C,15,346.64,Sudeste
1393,2022-12-07,Produto C,20,372.23,Centro-Oeste
1394,2022-04-23,Produto C,12,20.74,Sul
1395,2023-03-11,Produto D,11,278.11,Sul
1396,2023-04-12,Produto E,16,160.27,Nordeste
1397,2023-12-11,Produto C,17,320.58,Nordeste
1398,2022-12-15,Produto A,12,289.17,Sudeste
1399,2023-04-05,Produto B,7,134.99,Norte
1400,2023-08-02,Produto A,11,203.96,Sudeste
1401,2022-04-07,Produto C,9,467.87,Sudeste
1402,2022-02-16,Produto E,20,338.3,Sudeste
1403,2023-03-22,Produto D,6,113.93,Sudeste
1404,2022-07-19,Produto A,2,91.0,Sul
1405,2023-09-02,Produto C,16,453.8,Nordeste
1406,2022-10-19,Produto E,14,44.38,Norte
1407,2023-07-31,Produto D,8,265.95,Norte
1408,2023-12-30,Produto B,16,45.72,Centro-Oeste
1409,2023-07-12,Produto D,10,167.67,Centro-Oeste
1410,2023-07-01,Produto B,2,314.99,Sul
1411,2023-11-21,Produto A,10,266.22,Nordeste
1412,2022-01-25,Produto A,6,196.42,Nordeste
1413,2023-08-19,Produto C,16,172.97,Sudeste
1414,2022-05-17,Produto A,5,183.4,Sul
1415,2023-04-29,Produto A,4,371.85,Sul
1416,2022-03-31,Produto A,18,247.34,Centro-Oeste
1417,2022-03-17,Produto A,20,69.75,Sul
1418,2022-07-27,Produto C,19,488.27,Sul
1419,2022-10-28,Produto A,19,420.77,Norte
1420,2023-08-30,Produto D,8,264.91,Nordeste
1421,2022-10-27,Produto E,17,369.45,Sul
1422,2022-10-22,Produto A,3,47.76,Centro-Oeste
1423,2023-10-02,Produto E,7,487.62,Sudeste
1424,2023-02-12,Produto B,18,473.18,Sul
1425,2022-11-09,Produto D,14,437.32,Sul
1426,2023-11-29,Produto A,19,126.85,Sudeste
1427,2022-01-16,Produto C,11,160.44,Sudeste
1428,2023-02-09,Produto C,19,300.62,Sul
1429,2022-04-15,Produto D,17,399.88,Centro-Oeste
1430,2023-03-10,Produto D,2,206.32,Nordeste
1431,2022-05-18,Produto E,8,411.06,Sul
1432,2022-05-14,Produto A,1,47.69,Sudeste
1433,2022-11-10,Produto D,6,231.07,Norte
1434,2022-01-12,Produto A,13,356.22,Sul
1435,2023-06-04,Produto D,8,375.3,Centro-Oeste
1436,2023-06-21,Produto E,10,243.63,Norte
1437,2023-02-28,Produto A,8,426.17,Nordeste
1438,2023-12-01,Produto B,6,409.51,Nordeste
1439,2022-11-15,Produto C,12,276.67,Centro-Oeste
1440,2022-11-11,Produto D,8,129.63,Sudeste
1441,2023-07-18,Produto B,13,177.08,Sudeste
1442,2023-10-12,Produto C,2,295.71,Norte
1443,2022-09-06,Produto B,13,387.78,Sudeste
1444,2023-11-17,Produto C,20,14.21,Centro-Oeste
1445,2022-03-14,Produto E,9,448.6,Centro-Oeste
1446,2022-03-05,Produto C,14,128.59,Nordeste
1447,2022-09-20,Produto C,14,435.23,Sudeste
1448,2022-02-18,Produto B,10,407.01,Sul
1449,2022-11-28,Produto A,15,325.95,Norte
1450,2023-06-20,Produto C,16,237.02,Sudeste
1451,2023-03-21,Produto D,16,332.73,Nordeste
1452,2022-05-01,Produto A,19,375.04,Sul
1453,2022-09-29,Produto C,1,100.8,Sul
1454,2022-05-05,Produto E,20,129.46,Nordeste
1455,2023-12-21,Produto A,6,419.73,Sul
1456,2023-09-06,Produto E,5,222.55,Norte
1457,2022-11-08,Produto A,19,338.76,Norte
1458,2023-11-21,Produto D,4,435.34,Sudeste
1459,2022-07-09,Produto E,5,207.99,Norte
1460,2022-07-12,Produto A,11,189.6,Sudeste
1461,2023-06-26,Produto B,5,452.13,Sudeste
1462,2023-01-27,Produto A,7,212.36,Nordeste
1463,2022-08-02,Produto E,12,178.27,Sudeste
1464,2023-07-19,Produto B,17,162.13,Norte
1465,2022-12-19,Produto A,7,16.76,Centro-Oeste
1466,2022-01-20,Produto D,4,374.17,Centro-Oeste
1467,2023-10-16,Produto C,19,195.52,Sul
1468,2022-12-10,Produto A,11,223.83,Sudeste
1469,2022-12-13,Produto E,19,481.02,Sul
1470,2023-02-27,Produto E,11,176.12,Centro-Oeste
1471,2022-12-21,Produto A,10,24.33,Sul
1472,2022-05-04,Produto D,16,455.3,Sudeste
1473,2023-06-17,Produto B,10,499.21,Sul
1474,2023-09-06,Produto D,3,112.54,Nordeste
1475,2022-06-27,Produto E,2,376.44,Centro-Oeste
1476,2023-02-11,Produto A,6,331.43,Sudeste
1477,2023-09-19,Produto A,15,236.06,Norte
1478,2022-06-23,Produto A,2,164.61,Centro-Oeste
1479,2023-04-04,Produto D,6,491.19,Norte
1480,2022-09-27,Produto C,6,275.09,Centro-Oeste
1481,2023-11-08,Produto D,17,282.09,Nordeste
1482,2023-08-19,Produto A,6,456.85,Nordeste
1483,2023-06-16,Produto C,4,158.49,Sul
1484,2022-08-21,Produto A,2,352.88,Sul
1485,2023-02-01,Produto B,6,419.09,Nordeste
1486,2022-04-21,Produto D,13,344.84,Norte
1487,2022-01-01,Produto A,6,431.92,Nordeste
1488,2023-09-28,Produto C,16,496.84,Sudeste
1489,2023-12-20,Produto C,16,372.07,Centro-Oeste
1490,2023-07-17,Produto B,3,316.06,Norte
1491,2023-06-03,Produto A,6,88.27,Sudeste
1492,2023-04-12,Produto D,7,222.35,Norte
1493,2022-07-05,Produto E,9,181.2,Nordeste
1494,2023-01-18,Produto E,2,315.08,Norte
1495,2022-03-06,Produto D,3,156.6,Norte
1496,2022-07-02,Produto A,17,194.74,Nordeste
1497,2023-07-15,Produto C,3,488.68,Norte
1498,2023-09-02,Produto D,4,472.5,Norte
1499,2023-02-17,Produto B,3,308.22,Sul
1500,2023-01-18,Produto E,8,348.67,Sul
1501,2023-12-17,Produto B,15,361.66,Sudeste
1502,2022-09-25,Produto D,1,387.74,Norte
1503,2023-08-19,Produto B,17,341.39,Sul
1504,2022-10-16,Produto B,11,342.14,Sudeste
1505,2023-12-26,Produto A,18,233.04,Centro-Oeste
1506,2023-02-13,Produto A,11,159.83,Sul
1507,2023-08-20,Produto D,7,106.78,Norte
1508,2022-06-23,Produto E,17,343.72,Centro-Oeste
1509,2023-08-23,Produto C,19,348.38,Centro-Oeste
1510,2023-03-16,Produto A,12,104.64,Nordeste
1511,2022-11-08,Produto D,12,356.07,Nordeste
1512,2022-05-10,Produto C,6,358.36,Sul
1513,2022-06-18,Produto A,2,279.69,Nordeste
1514,2023-08-11,Produto E,16,222.9,Sudeste
1515,2022-10-21,Produto B,13,15.11,Norte
1516,2023-12-05,Produto C,15,22.37,Nordeste
1517,2023-01-11,Produto C,6,445.37,Nordeste
1518,2023-02-20,Produto B,6,394.42,Norte
1519,2022-01-20,Produto B,8,30.47,Sul
1520,2023-05-12,Produto A,4,73.34,Nordeste
1521,2023-11-02,Produto C,18,68.39,Nordeste
1522,2022-10-19,Produto E,12,420.3,Norte
1523,2022-03-07,Produto E,8,225.73,Centro-Oeste
1524,2022-12-02,Produto A,8,174.74,Sul
1525,2022-05-26,Produto E,14,456.55,Nordeste
1526,2022-10-10,Produto C,12,72.27,Centro-Oeste
1527,2023-06-18,Produto D,19,271.5,Centro-Oeste
1528,2023-02-12,Produto A,17,131.79,Norte
1529,2023-03-08,Produto A,16,431.13,Norte
1530,2023-02-14,Produto B,5,440.35,Norte
1531,2022-03-14,Produto D,17,49.1,Sudeste
1532,2023-05-14,Produto C,20,358.97,Sul
1533,2023-01-27,Produto C,10,189.28,Norte
1534,2022-07-09,Produto D,8,235.66,Centro-Oeste
1535,2022-06-18,Produto C,9,264.6,Nordeste
1536,2023-03-23,Produto B,2,34.05,Sul
1537,2023-10-09,Produto B,2,101.12,Nordeste
1538,2022-05-27,Produto A,4,383.75,Norte
1539,2022-02-04,Produto C,1,112.16,Norte
1540,2022-05-27,Produto D,15,329.14,Sudeste
1541,2022-07-23,Produto E,19,271.18,Norte
1542,2023-04-27,Produto C,15,296.52,Sul
1543,2023-03-05,Produto E,14,212.61,Sudeste
1544,2022-10-21,Produto E,4,99.97,Norte
1545,2023-07-31,Produto D,9,470.25,Norte
1546,2023-04-25,Produto A,13,182.47,Sudeste
1547,2023-04-28,Produto C,7,444.38,Norte
1548,2022-10-29,Produto E,1,299.39,Norte
1549,2023-02-01,Produto D,12,74.13,Nordeste
1550,2022-11-11,Produto A,6,17.21,Centro-Oeste
1551,2023-05-25,Produto C,7,190.17,Sudeste
1552,2022-08-16,Produto D,9,221.47,Norte
1553,2022-03-09,Produto E,12,404.02,Centro-Oeste
1554,2022-06-15,Produto A,7,222.08,Sudeste
1555,2023-09-11,Produto A,18,20.97,Centro-Oeste
1556,2023-02-02,Produto B,13,343.72,Norte
1557,2022-02-24,Produto C,2,401.47,Sul
1558,2023-10-29,Produto A,9,309.52,Centro-Oeste
1559,2022-08-21,Produto D,11,366.99,Norte
1560,2022-08-31,Produto A,13,382.96,Sul
1561,2022-07-13,Produto B,15,299.69,Nordeste
1562,2022-02-04,Produto C,16,60.7,Sul
1563,2022-02-13,Produto A,5,89.66,Nordeste
1564,2022-05-01,Produto E,7,275.92,Sudeste
1565,2023-10-11,Produto E,2,25.69,Norte
1566,2023-08-11,Produto D,10,156.25,Sul
1567,2022-06-13,Produto B,7,258.21,Nordeste
1568,2023-09-03,Produto E,15,344.65,Nordeste
1569,2022-09-10,Produto D,13,432.16,Sudeste
1570,2023-10-07,Produto C,8,433.1,Norte
1571,2022-06-09,Produto B,15,64.1,Nordeste
1572,2023-02-01,Produto A,16,462.47,Sudeste
1573,2022-03-29,Produto C,8,457.3,Sudeste
1574,2023-05-02,Produto D,8,19.73,Norte
1575,2023-08-18,Produto A,6,20.54,Sudeste
1576,2022-08-17,Produto A,16,463.01,Sudeste
1577,2023-09-26,Produto E,14,204.09,Sudeste
1578,2022-08-26,Produto E,11,242.14,Sudeste
1579,2022-06-30,Produto D,4,167.58,Nordeste
1580,2023-10-27,Produto A,14,262.13,Norte
1581,2022-11-02,Produto A,15,462.72,Nordeste
1582,2022-12-27,Produto C,6,464.4,Nordeste
1583,2022-11-11,Produto D,1,216.89,Sudeste
1584,2023-07-14,Produto D,15,197.16,Nordeste
1585,2022-04-12,Produto B,1,300.12,Sul
1586,2022-08-21,Produto A,7,450.91,Centro-Oeste
1587,2023-09-17,Produto C,9,270.63,Sudeste
1588,2023-12-25,Produto A,8,224.6,Norte
1589,2022-03-28,Produto A,14,262.8,Norte
1590,2022-03-27,Produto A,3,29.0,Norte
1591,2023-02-01,Produto E,14,223.58,Sul
1592,2022-11-29,Produto A,18,143.74,Centro-Oeste
1593,2022-12-31,Produto E,14,359.55,Sudeste
1594,2023-01-14,Produto E,18,388.61,Sul
1595,2023-08-24,Produto A,5,414.97,Norte
1596,2023-11-04,Produto C,5,200.6,Sudeste
1597,2022-10-04,Produto E,18,238.68,Sudeste
1598,2022-08-10,Produto E,19,346.98,Sudeste
1599,2022-09-24,Produto A,3,484.18,Sudeste
1600,2022-10-02,Produto A,19,100.01,Sudeste
1601,2022-02-11,Produto A,15,277.03,Sul
1602,2023-01-14,Produto C,18,351.72,Nordeste
1603,2022-08-05,Produto A,2,23.69,Centro-Oeste
1604,2023-02-15,Produto B,16,393.13,Norte
1605,2023-06-16,Produto A,13,281.49,Sul
1606,2022-01-19,Produto A,17,83.75,Norte
1607,2022-01-19,Produto B,10,252.92,Sudeste
1608,2023-11-29,Produto C,14,110.07,Sudeste
1609,2022-01-16,Produto E,12,376.28,Sudeste
1610,2023-02-18,Produto A,14,402.32,Sudeste
1611,2022-12-23,Produto C,9,110.25,Sul
1612,2023-01-30,Produto D,15,491.79,Norte
1613,2022-04-18,Produto D,12,409.29,Sul
1614,2022-01-13,Produto E,2,328.11,Nordeste
1615,2023-10-22,Produto E,2,271.65,Sudeste
1616,2023-02-27,Produto C,12,431.91,Centro-Oeste
1617,2022-10-29,Produto B,13,11.42,Sudeste
1618,2023-12-05,Produto B,15,416.75,Sul
1619,2022-01-13,Produto A,11,450.17,Centro-Oeste
1620,2023-11-14,Produto A,6,331.68,Sudeste
1621,2022-02-05,Produto C,6,31.68,Centro-Oeste
1622,2022-06-25,Produto C,12,326.46,Centro-Oeste
1623,2022-04-02,Produto B,10,113.64,Nordeste
1624,2022-01-30,Produto C,11,230.02,Sudeste
1625,2023-09-20,Produto E,5,486.93,Sul
1626,2022-04-01,Produto E,5,265.56,Norte
1627,2022-07-16,Produto E,15,128.56,Norte
1628,2022-04-08,Produto A,1,324.97,Nordeste
1629,2023-02-09,Produto E,9,145.82,Centro-Oeste
1630,2022-03-14,Produto B,6,75.03,Sul
1631,2023-12-27,Produto C,2,121.83,Nordeste
1632,2022-07-21,Produto A,17,88.92,Sul
1633,2022-10-24,Produto A,7,399.54,Norte
1634,2023-12-21,Produto C,18,365.39,Norte
1635,2022-11-15,Produto E,5,471.28,Norte
1636,2022-01-03,Produto C,8,44.74,Centro-Oeste
1637,2023-11-20,Produto C,11,172.1,Norte
1638,2022-11-05,Produto B,8,356.6,Sudeste
1639,2022-07-30,Produto E,19,149.09,Sudeste
1640,2022-06-08,Produto A,11,193.05,Sul
1641,2023-08-12,Produto A,18,10.5,Sudeste
1642,2023-09-23,Produto C,2,358.86,Centro-Oeste
1643,2023-01-31,Produto A,16,161.67,Sudeste
1644,2023-09-14,Produto B,19,300.07,Nordeste
1645,2023-01-17,Produto D,16,119.39,Sudeste
1646,2022-09-12,Produto E,15,202.69,Norte
1647,2022-02-23,Produto C,8,481.35,Sul
1648,2022-02-03,Produto B,16,411.42,Centro-Oeste
1649,2022-08-16,Produto B,7,491.14,Sudeste
1650,2023-10-19,Produto D,1,40.03,Centro-Oeste
1651,2022-06-23,Produto B,1,267.55,Norte
1652,2022-10-16,Produto A,16,23.87,Sudeste
1653,2022-01-13,Produto C,6,135.46,Sudeste
1654,2022-04-28,Produto A,3,265.2,Centro-Oeste
1655,2022-08-08,Produto D,5,409.57,Norte
1656,2023-01-23,Produto D,20,206.1,Sudeste
1657,2023-10-06,Produto C,18,389.9,Sul
1658,2023-11-25,Produto D,16,435.01,Norte
1659,2022-03-14,Produto D,12,399.14,Sul
1660,2023-05-30,Produto E,16,40.26,Sul
1661,2023-02-04,Produto E,13,186.25,Sudeste
1662,2022-10-16,Produto D,6,116.28,Sudeste
1663,2023-03-31,Produto B,1,316.18,Centro-Oeste
1664,2023-04-18,Produto E,19,398.38,Sul
1665,2023-12-09,Produto D,14,181.37,Sudeste
1666,2022-04-15,Produto C,19,204.21,Norte
1667,2022-09-21,Produto B,20,270.64,Sudeste
1668,2022-04-19,Produto D,1,382.33,Nordeste
1669,2022-08-18,Produto C,9,241.5,Sul
1670,2023-03-30,Produto A,10,193.08,Nordeste
1671,2023-12-09,Produto C,11,113.13,Sul
1672,2023-10-21,Produto A,14,252.9,Sul
1673,2023-06-29,Produto B,10,336.84,Norte
